"ID","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","id","type","language","institutionCode","collectionCode","basisOfRecord","catalogNumber","occurrenceRemarks","recordedBy","individualCount","samplingProtocol","eventDate","year.orig","month","day","verbatimEventDate","country","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","taxonID","nameAccordingToID","scientificName","nameAccordingTo","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","vernacularName","taxonRemarks"
300,"Osteopilus septentrionalis","Cuban Treefrog",25.45336,-80.19142338,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-17","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",300,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",300,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-07-17",2003,7,17,"7/17/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
301,"Nerodia clarkii compressicauda","Mangrove Saltmarsh Snake",25.46326,-80.34119813,"US",209373,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",301,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",301,"In road between gate and office","Christopher D. Bugbee/JJM",1,"Opportunistic Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2816409,566229,"UTM 17","World Geodetic System of 1984",25.46326,-80.34119813,"World Geodetic System of 1984",71,1e-05,209373,209373,"Nerodia clarkii compressicauda","Integrated Taxonomic Information System (ITIS), 2013.","Nerodia","clarkii","compressicauda","Subspecies","Kennicott, 1860","Mangrove Saltmarsh Snake","Nerodia clarkii compressicauda"
302,"Nerodia clarkii compressicauda","Mangrove Saltmarsh Snake",25.46334,-80.33799471,"US",209373,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",302,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",302,"In road between gate and office","Christopher D. Bugbee/JJM",1,"Opportunistic Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2816420,566551,"UTM 17","World Geodetic System of 1984",25.46334,-80.33799471,"World Geodetic System of 1984",71,1e-05,209373,209373,"Nerodia clarkii compressicauda","Integrated Taxonomic Information System (ITIS), 2013.","Nerodia","clarkii","compressicauda","Subspecies","Kennicott, 1860","Mangrove Saltmarsh Snake","Nerodia clarkii compressicauda"
303,"Anolis sagrei","Brown Anole",25.49662,-80.17991089,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",303,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",303,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
304,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.49662,-80.17991089,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",304,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",304,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",2,"Visual Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
305,"Hemidactylus garnotii","Indo-Pacific Gecko",25.49662,-80.17991089,"US",174057,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",305,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",305,"Tried to collect..got away. DEFINITELY INDO-PACIFIC","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,174057,174057,"Hemidactylus garnotii","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","garnotii","","Species","Duméril and Bibron, 1836","Indo-Pacific Gecko","Hemidactylus garnotii"
306,"Anolis sagrei","Brown Anole",25.5217,-80.17505331,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-30","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",306,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",306,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",3,"Visual Encounter","2003-07-30",2003,7,30,"7/30/2003","US",2822974,582892,"UTM 17","World Geodetic System of 1984",25.5217,-80.17505331,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
307,"Anolis sagrei","Brown Anole",25.52276,-80.17519536,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-31","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",307,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",307,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-07-31",2003,7,31,"7/31/2003","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
308,"Hemidactylus mabouia","Amerafrican House Gecko",25.52276,-80.17519536,"US",174058,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-31","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",308,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",308,"On tree stump","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-07-31",2003,7,31,"7/31/2003","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,174058,174058,"Hemidactylus mabouia","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","mabouia","","Species","(Moreau De Jonnès, 1818)","Amerafrican House Gecko","Hemidactylus mabouia"
309,"Nerodia clarkii compressicauda","Mangrove Saltmarsh Snake",25.46328,-80.34147654,"US",209373,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-31","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",309,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",309,"In road between gate/office","Christopher D. Bugbee/JJM",1,"Opportunistic Encounter","2003-07-31",2003,7,31,"7/31/2003","US",2816411,566201,"UTM 17","World Geodetic System of 1984",25.46328,-80.34147654,"World Geodetic System of 1984",71,1e-05,209373,209373,"Nerodia clarkii compressicauda","Integrated Taxonomic Information System (ITIS), 2013.","Nerodia","clarkii","compressicauda","Subspecies","Kennicott, 1860","Mangrove Saltmarsh Snake","Nerodia clarkii compressicauda"
310,"Diadophis punctatus punctatus","Southern Ring-neck Snake",25.46323,-80.34598279,"US",174159,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-07-31","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",310,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",310,"","Christopher D. Bugbee/JJM",1,"Opportunistic Encounter","2003-07-31",2003,7,31,"7/31/2003","US",2816404,565748,"UTM 17","World Geodetic System of 1984",25.46323,-80.34598279,"World Geodetic System of 1984",71,1e-05,174159,174159,"Diadophis punctatus punctatus","Integrated Taxonomic Information System (ITIS), 2013.","Diadophis","punctatus","punctatus","Subspecies","(Linnaeus, 1766)","Southern Ring-neck Snake","Diadophis punctatus punctatus"
311,"Bufo marinus","Cane Toad",25.45831,-80.34150357,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-04","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",311,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",311,"","Christopher D. Bugbee/JJM",1,"Vocalization","2003-08-04",2003,8,4,"8/4/2003","US",2815861,566201,"UTM 17","World Geodetic System of 1984",25.45831,-80.34150357,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
312,"Hyla cinerea","Green Treefrog",25.46368,-80.34020113,"US",173505,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-04","Christopher D. Bugbee/JJM","<--BISON | GBIF-->",312,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",312,"","Christopher D. Bugbee/JJM",1,"Vocalization","2003-08-04",2003,8,4,"8/4/2003","US",2816456,566329,"UTM 17","World Geodetic System of 1984",25.46368,-80.34020113,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
313,"Anolis sagrei","Brown Anole",25.53796,-80.32478576,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",313,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",313,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",5,"Visual Encounter","2003-08-06",2003,8,6,"8/6/2003","US",2824690,567837,"UTM 17","World Geodetic System of 1984",25.53796,-80.32478576,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
314,"Anolis sagrei","Brown Anole",25.54183,-80.32815823,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",314,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",314,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",4,"Visual Encounter","2003-08-06",2003,8,6,"8/6/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
315,"Eleutherodactylus planirostris","Greenhouse Frog",25.54183,-80.32815823,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",315,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",315,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-08-06",2003,8,6,"8/6/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
316,"Osteopilus septentrionalis","Cuban Treefrog",25.54183,-80.32815823,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",316,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",316,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-08-06",2003,8,6,"8/6/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
317,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.54183,-80.32815823,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",317,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",317,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-08-06",2003,8,6,"8/6/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
318,"Bufo terrestris","Southern Toad",25.51458,-80.34711794,"US",173475,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-06","Marquette E. Crockett","<--BISON | GBIF-->",318,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",318,"","Marquette E. Crockett",1,"Opportunistic Encounter","2003-08-06",2003,8,6,"8/6/2003","US",2822089,565606,"UTM 17","World Geodetic System of 1984",25.51458,-80.34711794,"World Geodetic System of 1984",71,1e-05,173475,173475,"Bufo terrestris","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","terrestris","","Species","(Bonnaterre, 1789)","Southern Toad","Bufo terrestris"
319,"Anolis sagrei","Brown Anole",25.4256,-80.20574873,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",319,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",319,"","Christopher D. Bugbee/Marquette E. Crockett",4,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2812313,579871,"UTM 17","World Geodetic System of 1984",25.4256,-80.20574873,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
320,"Bufo marinus","Cane Toad",25.4256,-80.20574873,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",320,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",320,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-08-18",2003,8,18,"8/18/2003","US",2812313,579871,"UTM 17","World Geodetic System of 1984",25.4256,-80.20574873,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
321,"Anolis sagrei","Brown Anole",25.44188,-80.19951584,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",321,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",321,"","Christopher D. Bugbee/Marquette E. Crockett",2,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
322,"Diadophis punctatus punctatus","Southern Ring-neck Snake",25.44188,-80.19951584,"US",174159,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",322,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",322,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,174159,174159,"Diadophis punctatus punctatus","Integrated Taxonomic Information System (ITIS), 2013.","Diadophis","punctatus","punctatus","Subspecies","(Linnaeus, 1766)","Southern Ring-neck Snake","Diadophis punctatus punctatus"
323,"Osteopilus septentrionalis","Cuban Treefrog",25.44188,-80.19951584,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",323,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",323,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-08-18",2003,8,18,"8/18/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
324,"Osteopilus septentrionalis","Cuban Treefrog",25.44188,-80.19951584,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",324,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",324,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
325,"Bufo marinus","Cane Toad",25.44738,-80.19541172,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",325,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",325,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-08-18",2003,8,18,"8/18/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
326,"Osteopilus septentrionalis","Cuban Treefrog",25.44738,-80.19541172,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",326,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",326,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-08-18",2003,8,18,"8/18/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
327,"Osteopilus septentrionalis","Cuban Treefrog",25.44738,-80.19541172,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",327,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",327,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
328,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.44738,-80.19541172,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",328,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",328,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
329,"Anolis sagrei","Brown Anole",25.45336,-80.19142338,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",329,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",329,"","Christopher D. Bugbee/Marquette E. Crockett",5,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
330,"Eleutherodactylus planirostris","Greenhouse Frog",25.45336,-80.19142338,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",330,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",330,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-08-18",2003,8,18,"8/18/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
331,"Osteopilus septentrionalis","Cuban Treefrog",25.45336,-80.19142338,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",331,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",331,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
332,"Anolis sagrei","Brown Anole",25.45336,-80.19142338,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-08-18","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",332,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",332,"Tiny!","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-08-18",2003,8,18,"8/18/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
