"ID","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","id","type","language","institutionCode","collectionCode","basisOfRecord","catalogNumber","occurrenceRemarks","recordedBy","individualCount","samplingProtocol","eventDate","year.orig","month","day","verbatimEventDate","country","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","taxonID","nameAccordingToID","scientificName","nameAccordingTo","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","vernacularName","taxonRemarks"
246,"Eleutherodactylus planirostris","Greenhouse Frog",25.40891,-80.21202237,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",246,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",246,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
247,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.40891,-80.21202237,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",247,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",247,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
248,"Anolis sagrei","Brown Anole",25.41564,-80.20836936,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",248,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",248,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",2,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2811208,579614,"UTM 17","World Geodetic System of 1984",25.41564,-80.20836936,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
249,"Hemidactylus mabouia","Amerafrican House Gecko",25.41564,-80.20836936,"US",174058,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",249,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",249,"On dead stump","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2811208,579614,"UTM 17","World Geodetic System of 1984",25.41564,-80.20836936,"World Geodetic System of 1984",71,1e-05,174058,174058,"Hemidactylus mabouia","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","mabouia","","Species","(Moreau De Jonnès, 1818)","Amerafrican House Gecko","Hemidactylus mabouia"
250,"Anolis sagrei","Brown Anole",25.42113,-80.20639456,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",250,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",250,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",4,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
251,"Anolis sagrei","Brown Anole",25.4256,-80.20574873,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",251,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",251,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",4,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2812313,579871,"UTM 17","World Geodetic System of 1984",25.4256,-80.20574873,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
252,"Anolis sagrei","Brown Anole",25.44188,-80.19951584,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-19","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",252,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",252,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",2,"Visual Encounter","2003-06-19",2003,6,19,"6/19/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
253,"Osteopilus septentrionalis","Cuban Treefrog",25.44188,-80.19951584,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-19","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",253,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",253,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-19",2003,6,19,"6/19/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
254,"Anolis sagrei","Brown Anole",25.44738,-80.19541172,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-19","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",254,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",254,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-19",2003,6,19,"6/19/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
255,"Anolis sagrei","Brown Anole",25.44738,-80.19541172,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-19","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",255,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",255,"Tiny!","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-19",2003,6,19,"6/19/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
256,"Eleutherodactylus planirostris","Greenhouse Frog",25.50321,-80.17865226,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",256,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",256,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-24",2003,6,24,"6/24/2003","US",2820924,582543,"UTM 17","World Geodetic System of 1984",25.50321,-80.17865226,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
257,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.50321,-80.17865226,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",257,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",257,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2820924,582543,"UTM 17","World Geodetic System of 1984",25.50321,-80.17865226,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
258,"Anolis sagrei","Brown Anole",25.49662,-80.17991089,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",258,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",258,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
259,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",259,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",259,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-24",2003,6,24,"6/24/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
260,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",260,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",260,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
261,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.49662,-80.17991089,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",261,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",261,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",2,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
262,"Anolis sagrei","Brown Anole",25.5217,-80.17505331,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",262,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",262,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2822974,582892,"UTM 17","World Geodetic System of 1984",25.5217,-80.17505331,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
263,"Anolis sagrei","Brown Anole",25.52276,-80.17519536,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-24","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",263,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",263,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",3,"Visual Encounter","2003-06-24",2003,6,24,"6/24/2003","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
264,"Ramphotyphlops braminus","Brahminy Blindsnake",25.39796,-80.2344719,"US",174341,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-25","Marquette E. Crockett","<--BISON | GBIF-->",264,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",264,"Appx. svl. Collected dead dessicated specimen from grass","Marquette E. Crockett",1,"Opportunistic Encounter","2003-06-25",2003,6,25,"6/25/2003","US",2809235,577000,"UTM 17","World Geodetic System of 1984",25.39796,-80.2344719,"World Geodetic System of 1984",71,1e-05,174341,174341,"Ramphotyphlops braminus","Integrated Taxonomic Information System (ITIS), 2013.","Ramphotyphlops","raminus","","Species","(Daudin, 1803)","Brahminy Blindsnake","Ramphotyphlops raminus"
265,"Eleutherodactylus planirostris","Greenhouse Frog",25.39835,-80.2358414,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-25","Marquette E. Crockett","<--BISON | GBIF-->",265,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",265,"","Marquette E. Crockett",1,"Opportunistic Encounter","2003-06-25",2003,6,25,"6/25/2003","US",2809277,576862,"UTM 17","World Geodetic System of 1984",25.39835,-80.2358414,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
266,"Anolis sagrei","Brown Anole",25.39918,-80.23587593,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-25","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",266,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",266,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",3,"Visual Encounter","2003-06-25",2003,6,25,"6/25/2003","US",2809369,576858,"UTM 17","World Geodetic System of 1984",25.39918,-80.23587593,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
267,"Eleutherodactylus planirostris","Greenhouse Frog",25.39918,-80.23587593,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-25","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",267,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",267,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-25",2003,6,25,"6/25/2003","US",2809369,576858,"UTM 17","World Geodetic System of 1984",25.39918,-80.23587593,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
